Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
-0.907862,-0.012589,0.014043,-0.418846,-0.083750,0.145240,0.260897,-0.828671,-0.246024,-0.039747,-0.501196,-0.283054,0.250318,0.221300,-0.000539,0.000044,0.000057,-1.000000,0.038840,0.138261,0.300268,0.198121,0.128933,0.298379,0.197839,0.130626,0.380970,0.196179,0.128922,0.218756,0.039482,0.131219,0.299204,0.039783,0.142043,0.224130,-0.107193,0.137496,0.378404,-0.106135,0.151726,0.300490,-0.103007,0.175024,0.231601,0.039144,0.126111,0.380433
-0.908037,-0.013925,0.012020,-0.418486,-0.083543,0.145059,0.260663,-0.828675,-0.245759,-0.039566,-0.501332,-0.283051,0.250249,0.221273,-0.000538,0.000036,0.000045,-1.000000,0.038839,0.138249,0.300274,0.198118,0.128935,0.298379,0.197837,0.130627,0.380964,0.196175,0.128967,0.218757,0.039484,0.131272,0.299211,0.039766,0.142059,0.224129,-0.107222,0.137454,0.378429,-0.106206,0.151409,0.300439,-0.103128,0.174555,0.231533,0.039148,0.126119,0.380441
-0.908481,-0.013754,0.011631,-0.417537,-0.083609,0.144685,0.260222,-0.828756,-0.245484,-0.039365,-0.501349,-0.283032,0.250145,0.221210,-0.000527,0.000026,0.000035,-1.000000,0.038853,0.138240,0.300265,0.198137,0.128940,0.298371,0.197856,0.130614,0.380941,0.196188,0.129007,0.218748,0.039496,0.131239,0.299192,0.039752,0.141869,0.224103,-0.107228,0.137420,0.378435,-0.106227,0.151216,0.300414,-0.103208,0.174127,0.231410,0.039158,0.126104,0.380433
-0.908995,-0.013095,0.011920,-0.416431,-0.083732,0.144252,0.259760,-0.828733,-0.245159,-0.039208,-0.501559,-0.283044,0.250048,0.221233,-0.000568,0.000038,0.000041,-1.000000,0.038856,0.138250,0.300266,0.198119,0.128922,0.298373,0.197857,0.130613,0.380941,0.196179,0.128904,0.218753,0.039486,0.131130,0.299196,0.039730,0.141632,0.224078,-0.107245,0.137453,0.378462,-0.106251,0.151031,0.300389,-0.103293,0.173585,0.231234,0.039157,0.126061,0.380428
-0.909568,-0.012679,0.011925,-0.415189,-0.083795,0.143791,0.259273,-0.828851,-0.244793,-0.038993,-0.501559,-0.283051,0.249889,0.221195,-0.000527,0.000031,0.000052,-1.000000,0.038856,0.138232,0.300259,0.198124,0.128943,0.298371,0.197856,0.130608,0.380929,0.196178,0.128819,0.218759,0.039484,0.131007,0.299184,0.039714,0.141369,0.224056,-0.107265,0.137424,0.378471,-0.106273,0.150805,0.300358,-0.103378,0.172927,0.231077,0.039162,0.126009,0.380422
-0.910152,-0.012347,0.011818,-0.413923,-0.083840,0.143311,0.258782,-0.828981,-0.244431,-0.038850,-0.501533,-0.283073,0.249714,0.221177,-0.000470,-0.000030,0.000011,-1.000000,0.038834,0.138208,0.300239,0.198111,0.128939,0.298374,0.197839,0.130597,0.380932,0.196163,0.128745,0.218750,0.039468,0.130848,0.299187,0.039689,0.140996,0.224026,-0.107298,0.137398,0.378474,-0.106319,0.150470,0.300289,-0.103507,0.172203,0.230909,0.039154,0.125938,0.380424
-0.910764,-0.011439,0.012385,-0.412582,-0.083947,0.142808,0.258268,-0.829260,-0.244091,-0.038689,-0.501249,-0.283073,0.249485,0.221083,-0.000489,-0.000026,0.000019,-1.000000,0.038832,0.138225,0.300234,0.198106,0.128940,0.298358,0.197848,0.130624,0.380921,0.196171,0.128673,0.218748,0.039461,0.130695,0.299177,0.039674,0.140552,0.223970,-0.107315,0.137343,0.378457,-0.106364,0.150042,0.300215,-0.103538,0.171601,0.230743,0.039151,0.125898,0.380419
-0.911510,-0.010131,0.013624,-0.410928,-0.084118,0.142203,0.257614,-0.829546,-0.243757,-0.038522,-0.500951,-0.283083,0.249234,0.221004,-0.000789,0.000060,0.000019,-1.000000,0.038855,0.138376,0.300242,0.198084,0.128967,0.298352,0.197824,0.130616,0.380922,0.196163,0.128654,0.218742,0.039440,0.130464,0.299166,0.039649,0.140190,0.223937,-0.107339,0.137256,0.378466,-0.106428,0.149665,0.300156,-0.103599,0.170927,0.230559,0.039131,0.125843,0.380430
-0.912178,-0.009480,0.014078,-0.409442,-0.084124,0.141636,0.257051,-0.829789,-0.243409,-0.038418,-0.500726,-0.283097,0.249011,0.220944,-0.000755,-0.000000,-0.000024,-1.000000,0.038832,0.138389,0.300214,0.198088,0.128971,0.298335,0.197817,0.130640,0.380922,0.196163,0.128485,0.218737,0.039431,0.130281,0.299151,0.039625,0.139733,0.223876,-0.107359,0.137269,0.378445,-0.106460,0.149336,0.300078,-0.103683,0.170149,0.230358,0.039128,0.125814,0.380423
-0.912796,-0.008982,0.014507,-0.408059,-0.084094,0.141090,0.256526,-0.830078,-0.243087,-0.038382,-0.500406,-0.283115,0.248750,0.220883,-0.000560,0.000041,0.000041,-1.000000,0.038816,0.138290,0.300240,0.198093,0.128999,0.298337,0.197804,0.130654,0.380931,0.196150,0.128466,0.218738,0.039419,0.130097,0.299142,0.039609,0.139340,0.223833,-0.107330,0.136887,0.378281,-0.106500,0.148927,0.300013,-0.103793,0.169451,0.230184,0.039113,0.125762,0.380430
-0.913347,-0.008312,0.015277,-0.406811,-0.084048,0.140602,0.256023,-0.830342,-0.242770,-0.038385,-0.500122,-0.283118,0.248484,0.220838,-0.000511,0.000040,0.000042,-1.000000,0.038821,0.138277,0.300243,0.198097,0.129000,0.298341,0.197804,0.130652,0.380946,0.196163,0.128445,0.218743,0.039424,0.129931,0.299129,0.039607,0.138970,0.223781,-0.107308,0.136814,0.378260,-0.106535,0.148580,0.299960,-0.103918,0.168852,0.230019,0.039106,0.125708,0.380435
-0.913858,-0.008140,0.015412,-0.405659,-0.083945,0.140108,0.255545,-0.830558,-0.242391,-0.038399,-0.499945,-0.283156,0.248209,0.220836,-0.000755,0.000057,0.000001,-1.000000,0.038841,0.138394,0.300252,0.198096,0.129001,0.298360,0.197807,0.130656,0.380968,0.196169,0.128410,0.218745,0.039414,0.129753,0.299136,0.039597,0.138561,0.223744,-0.107316,0.136781,0.378259,-0.106565,0.148291,0.299927,-0.103970,0.168198,0.229850,0.039101,0.125664,0.380446
-0.914307,-0.007811,0.015984,-0.404631,-0.083820,0.139664,0.255063,-0.830895,-0.242121,-0.038408,-0.499516,-0.283140,0.247897,0.220745,-0.000736,0.000065,0.000011,-1.000000,0.038866,0.138392,0.300248,0.198121,0.129009,0.298353,0.197832,0.130659,0.380967,0.196187,0.128402,0.218756,0.039421,0.129600,0.299132,0.039609,0.138243,0.223706,-0.107295,0.136763,0.378252,-0.106555,0.148051,0.299885,-0.104052,0.167521,0.229669,0.039122,0.125620,0.380447
-0.914675,-0.007507,0.016823,-0.403770,-0.083664,0.139248,0.254608,-0.831119,-0.241800,-0.038454,-0.499296,-0.283162,0.247624,0.220722,-0.000505,0.000034,0.000048,-1.000000,0.038849,0.138274,0.300250,0.198112,0.129001,0.298344,0.197838,0.130654,0.380959,0.196180,0.128305,0.218742,0.039433,0.129477,0.299122,0.039589,0.137927,0.223691,-0.107292,0.136711,0.378235,-0.106582,0.147780,0.299832,-0.104147,0.166790,0.229500,0.039125,0.125555,0.380440
-0.914965,-0.007798,0.016873,-0.403105,-0.083421,0.138896,0.254156,-0.831359,-0.241599,-0.038585,-0.498983,-0.283149,0.247361,0.220666,-0.000765,0.000052,0.000012,-1.000000,0.038885,0.138405,0.300226,0.198134,0.128995,0.298333,0.197850,0.130668,0.380938,0.196199,0.128309,0.218718,0.039449,0.129384,0.299106,0.039573,0.137616,0.223637,-0.107292,0.136642,0.378208,-0.106624,0.147354,0.299749,-0.104273,0.166074,0.229364,0.039136,0.125523,0.380419
-0.915200,-0.008448,0.016606,-0.402568,-0.083127,0.138565,0.253742,-0.831488,-0.241396,-0.038795,-0.498850,-0.283157,0.247116,0.220687,-0.000491,-0.000027,0.000027,-1.000000,0.038847,0.138269,0.300208,0.198122,0.128991,0.298327,0.197851,0.130657,0.380929,0.196183,0.128327,0.218722,0.039446,0.129280,0.299085,0.039518,0.137239,0.223610,-0.107302,0.136485,0.378188,-0.106705,0.146850,0.299660,-0.104370,0.165368,0.229231,0.039130,0.125501,0.380420
-0.915362,-0.008984,0.016690,-0.402185,-0.082802,0.138303,0.253341,-0.831685,-0.241257,-0.038968,-0.498574,-0.283128,0.246845,0.220662,-0.000489,-0.000017,0.000038,-1.000000,0.038848,0.138268,0.300199,0.198113,0.128990,0.298322,0.197851,0.130646,0.380919,0.196188,0.128338,0.218702,0.039445,0.129155,0.299067,0.039471,0.136865,0.223591,-0.107323,0.136385,0.378177,-0.106689,0.146557,0.299633,-0.104464,0.164694,0.229126,0.039134,0.125466,0.380413
-0.915461,-0.009440,0.017008,-0.401936,-0.082493,0.138082,0.252959,-0.831739,-0.241173,-0.039243,-0.498504,-0.283106,0.246617,0.220721,-0.000520,-0.000013,0.000036,-1.000000,0.038832,0.138273,0.300202,0.198082,0.128972,0.298336,0.197825,0.130629,0.380915,0.196155,0.128250,0.218727,0.039431,0.128993,0.299065,0.039404,0.136434,0.223587,-0.107352,0.136333,0.378181,-0.106712,0.146313,0.299617,-0.104548,0.164148,0.229031,0.039133,0.125392,0.380420
-0.915531,-0.010114,0.017128,-0.401756,-0.082103,0.137910,0.252579,-0.831887,-0.241148,-0.039448,-0.498253,-0.283047,0.246374,0.220705,-0.000546,0.000044,0.000062,-1.000000,0.038843,0.138271,0.300219,0.198058,0.128956,0.298336,0.197819,0.130625,0.380916,0.196142,0.128167,0.218730,0.039421,0.128817,0.299061,0.039361,0.136047,0.223603,-0.107351,0.136335,0.378179,-0.106732,0.146153,0.299575,-0.104595,0.163694,0.228916,0.039131,0.125325,0.380416
-0.915580,-0.010631,0.017494,-0.401615,-0.081726,0.137743,0.252188,-0.831973,-0.241136,-0.039709,-0.498094,-0.282999,0.246160,0.220738,-0.000516,0.000038,0.000063,-1.000000,0.038828,0.138251,0.300229,0.198037,0.128940,0.298339,0.197805,0.130618,0.380925,0.196131,0.128105,0.218752,0.039410,0.128665,0.299058,0.039272,0.135696,0.223644,-0.107367,0.136293,0.378194,-0.106763,0.145967,0.299564,-0.104648,0.163278,0.228844,0.039113,0.125253,0.380434
-0.915397,-0.010748,0.017987,-0.402007,-0.081453,0.137805,0.251927,-0.832052,-0.241163,-0.040019,-0.497924,-0.282924,0.245956,0.220764,-0.000537,0.000049,0.000056,-1.000000,0.038836,0.138267,0.300237,0.198039,0.128957,0.298348,0.197804,0.130630,0.380933,0.196128,0.128122,0.218765,0.039401,0.128548,0.299050,0.039277,0.135447,0.223627,-0.107347,0.136234,0.378191,-0.106777,0.145735,0.299534,-0.104651,0.163024,0.228834,0.039120,0.125196,0.380434
-0.915247,-0.011001,0.018429,-0.402321,-0.081153,0.137881,0.251680,-0.832035,-0.241210,-0.040462,-0.497894,-0.282864,0.245786,0.220853,-0.000564,0.000036,0.000054,-1.000000,0.038840,0.138274,0.300257,0.198041,0.128952,0.298363,0.197807,0.130621,0.380950,0.196123,0.128074,0.218783,0.039400,0.128472,0.299076,0.039239,0.135251,0.223664,-0.107351,0.136161,0.378206,-0.106795,0.145543,0.299543,-0.104669,0.162793,0.228831,0.039128,0.125178,0.380448
-0.915145,-0.011764,0.018128,-0.402546,-0.080762,0.137936,0.251362,-0.832055,-0.241299,-0.040774,-0.497792,-0.282768,0.245610,0.220901,-0.000542,0.000040,0.000063,-1.000000,0.038861,0.138248,0.300276,0.198070,0.128955,0.298378,0.197821,0.130616,0.380967,0.196147,0.128106,0.218807,0.039423,0.128403,0.299109,0.039251,0.135146,0.223701,-0.107315,0.136180,0.378231,-0.106788,0.145432,0.299556,-0.104667,0.162520,0.228790,0.039137,0.125157,0.380470
-0.914947,-0.012401,0.018301,-0.402968,-0.080358,0.138027,0.251055,-0.832148,-0.241435,-0.040991,-0.497553,-0.282665,0.245408,0.220911,-0.000590,0.000030,0.000054,-1.000000,0.038874,0.138247,0.300306,0.198093,0.128926,0.298406,0.197834,0.130592,0.380994,0.196160,0.128030,0.218835,0.039436,0.128368,0.299142,0.039265,0.135096,0.223719,-0.107311,0.136168,0.378257,-0.106783,0.145392,0.299578,-0.104686,0.162268,0.228753,0.039142,0.125150,0.380499
-0.914682,-0.013582,0.017630,-0.403561,-0.079857,0.138174,0.250869,-0.832312,-0.241685,-0.041195,-0.497139,-0.282506,0.245186,0.220829,-0.000560,0.000020,0.000059,-1.000000,0.038886,0.138223,0.300312,0.198106,0.128912,0.298408,0.197850,0.130590,0.381002,0.196184,0.128051,0.218832,0.039456,0.128391,0.299144,0.039281,0.135133,0.223726,-0.107291,0.136162,0.378264,-0.106793,0.145330,0.299580,-0.104731,0.162006,0.228682,0.039159,0.125146,0.380504
-0.914544,-0.014347,0.017644,-0.403848,-0.079459,0.138289,0.250526,-0.832360,-0.241986,-0.041472,-0.496890,-0.282350,0.245028,0.220787,-0.000554,0.000016,0.000053,-1.000000,0.038880,0.138223,0.300304,0.198109,0.128916,0.298398,0.197847,0.130592,0.380994,0.196180,0.128077,0.218812,0.039444,0.128455,0.299137,0.039280,0.135189,0.223696,-0.107302,0.136123,0.378247,-0.106824,0.145226,0.299571,-0.104812,0.161756,0.228643,0.039147,0.125181,0.380499
-0.914338,-0.014522,0.018441,-0.404270,-0.079155,0.138460,0.250177,-0.832470,-0.242349,-0.041695,-0.496510,-0.282152,0.244844,0.220676,-0.000533,-0.000045,0.000013,-1.000000,0.038857,0.138241,0.300258,0.198109,0.128943,0.298373,0.197843,0.130618,0.380960,0.196175,0.128154,0.218784,0.039434,0.128513,0.299110,0.039272,0.135279,0.223662,-0.107303,0.136104,0.378212,-0.106868,0.145096,0.299521,-0.104883,0.161508,0.228577,0.039142,0.125210,0.380476
-0.914238,-0.014456,0.019444,-0.404452,-0.078966,0.138531,0.249696,-0.832585,-0.242796,-0.041853,-0.496086,-0.281927,0.244651,0.220555,-0.000587,-0.000032,0.000026,-1.000000,0.038842,0.138281,0.300237,0.198085,0.128960,0.298353,0.197817,0.130621,0.380935,0.196156,0.128169,0.218755,0.039407,0.128530,0.299072,0.039236,0.135266,0.223650,-0.107342,0.136067,0.378189,-0.106895,0.145000,0.299479,-0.104952,0.161301,0.228516,0.039132,0.125231,0.380456
-0.914094,-0.015073,0.019635,-0.404746,-0.078630,0.138658,0.249317,-0.832509,-0.243168,-0.042089,-0.496010,-0.281721,0.244546,0.220528,-0.000736,-0.000001,-0.000010,-1.000000,0.038856,0.138377,0.300203,0.198061,0.128976,0.298331,0.197805,0.130623,0.380916,0.196145,0.128176,0.218733,0.039405,0.128508,0.299034,0.039213,0.135207,0.223626,-0.107350,0.136070,0.378160,-0.106895,0.144925,0.299427,-0.104992,0.161124,0.228442,0.039132,0.125240,0.380428
-0.913976,-0.015820,0.019624,-0.404985,-0.078303,0.138762,0.248942,-0.832350,-0.243604,-0.042384,-0.496039,-0.281495,0.244462,0.220551,-0.000730,0.000005,-0.000028,-1.000000,0.038842,0.138371,0.300193,0.198044,0.128964,0.298329,0.197798,0.130624,0.380902,0.196138,0.128145,0.218728,0.039392,0.128441,0.299029,0.039181,0.135045,0.223615,-0.107368,0.136057,0.378142,-0.106901,0.144862,0.299397,-0.105021,0.160948,0.228393,0.039128,0.125197,0.380413
-0.913803,-0.016320,0.019604,-0.405356,-0.078072,0.138895,0.248626,-0.832319,-0.244124,-0.042581,-0.495819,-0.281213,0.244348,0.220491,-0.000710,0.000068,0.000004,-1.000000,0.038863,0.138357,0.300194,0.198045,0.128966,0.298321,0.197801,0.130618,0.380891,0.196130,0.128110,0.218727,0.039399,0.128359,0.299018,0.039190,0.134885,0.223604,-0.107362,0.136059,0.378132,-0.106885,0.144801,0.299369,-0.105022,0.160797,0.228346,0.039136,0.125156,0.380405
-0.913622,-0.016514,0.019879,-0.405743,-0.077895,0.139034,0.248319,-0.832310,-0.244599,-0.042719,-0.495587,-0.280939,0.244224,0.220432,-0.000497,0.000062,0.000051,-1.000000,0.038851,0.138243,0.300205,0.198039,0.128962,0.298327,0.197815,0.130607,0.380905,0.196132,0.128089,0.218735,0.039408,0.128272,0.299021,0.039158,0.134705,0.223617,-0.107354,0.136032,0.378132,-0.106886,0.144689,0.299348,-0.105018,0.160625,0.228316,0.039125,0.125110,0.380402
-0.913532,-0.016920,0.019741,-0.405935,-0.077698,0.139160,0.247979,-0.832372,-0.245061,-0.042743,-0.495253,-0.280636,0.244087,0.220334,-0.000718,0.000076,0.000007,-1.000000,0.038891,0.138355,0.300203,0.198064,0.128974,0.298328,0.197835,0.130615,0.380906,0.196151,0.128103,0.218735,0.039426,0.128205,0.299033,0.039171,0.134610,0.223623,-0.107324,0.136008,0.378115,-0.106887,0.144538,0.299326,-0.105034,0.160417,0.228291,0.039137,0.125092,0.380399
-0.913461,-0.017161,0.019692,-0.406087,-0.077552,0.139283,0.247645,-0.832350,-0.245590,-0.042796,-0.495023,-0.280309,0.243981,0.220274,-0.000457,0.000048,0.000040,-1.000000,0.038877,0.138229,0.300220,0.198083,0.128990,0.298343,0.197845,0.130610,0.380925,0.196163,0.128086,0.218738,0.039429,0.128167,0.299040,0.039171,0.134521,0.223633,-0.107312,0.135975,0.378127,-0.106886,0.144381,0.299325,-0.105058,0.160203,0.228264,0.039146,0.125085,0.380415
-0.913392,-0.017059,0.019927,-0.406235,-0.077473,0.139421,0.247305,-0.832341,-0.246041,-0.042727,-0.494820,-0.279978,0.243881,0.220209,-0.000491,0.000047,0.000044,-1.000000,0.038888,0.138241,0.300228,0.198105,0.128989,0.298349,0.197862,0.130620,0.380935,0.196190,0.128094,0.218751,0.039439,0.128163,0.299051,0.039164,0.134441,0.223634,-0.107295,0.135962,0.378135,-0.106896,0.144242,0.299314,-0.105085,0.159966,0.228224,0.039154,0.125091,0.380423
-0.913339,-0.016958,0.020112,-0.406350,-0.077430,0.139538,0.246965,-0.832306,-0.246640,-0.042598,-0.494592,-0.279594,0.243792,0.220150,-0.000488,0.000041,0.000045,-1.000000,0.038879,0.138240,0.300244,0.198108,0.128980,0.298347,0.197850,0.130611,0.380958,0.196184,0.128093,0.218765,0.039431,0.128156,0.299068,0.039194,0.134420,0.223614,-0.107294,0.135922,0.378141,-0.106909,0.144136,0.299326,-0.105133,0.159699,0.228192,0.039142,0.125098,0.380437
-0.913315,-0.016598,0.020584,-0.406394,-0.077437,0.139647,0.246603,-0.832426,-0.247327,-0.042302,-0.494072,-0.279142,0.243653,0.219981,-0.000763,0.000056,0.000006,-1.000000,0.038889,0.138379,0.300243,0.198104,0.128986,0.298351,0.197839,0.130626,0.380953,0.196182,0.128104,0.218748,0.039422,0.128165,0.299081,0.039182,0.134417,0.223630,-0.107296,0.135918,0.378135,-0.106924,0.144041,0.299315,-0.105191,0.159427,0.228122,0.039139,0.125116,0.380442
-0.913320,-0.016527,0.020617,-0.406385,-0.077438,0.139746,0.246252,-0.832448,-0.247931,-0.042017,-0.493756,-0.278725,0.243560,0.219875,-0.000513,-0.000021,0.000019,-1.000000,0.038830,0.138281,0.300226,0.198079,0.128994,0.298340,0.197811,0.130635,0.380951,0.196154,0.128128,0.218743,0.039397,0.128181,0.299077,0.039170,0.134392,0.223601,-0.107323,0.135894,0.378123,-0.106958,0.143924,0.299295,-0.105262,0.159152,0.228076,0.039119,0.125134,0.380445
-0.913336,-0.016282,0.020798,-0.406349,-0.077463,0.139861,0.245912,-0.832563,-0.248488,-0.041637,-0.493314,-0.278283,0.243446,0.219712,-0.000524,-0.000023,0.000024,-1.000000,0.038811,0.138303,0.300211,0.198054,0.128999,0.298330,0.197783,0.130661,0.380936,0.196153,0.128145,0.218724,0.039379,0.128184,0.299065,0.039114,0.134364,0.223620,-0.107337,0.135885,0.378108,-0.106991,0.143788,0.299267,-0.105327,0.158890,0.228019,0.039110,0.125153,0.380439
-0.913384,-0.015998,0.020990,-0.406242,-0.077506,0.139943,0.245585,-0.832529,-0.248906,-0.041285,-0.493191,-0.277884,0.243387,0.219663,-0.000553,-0.000021,0.000024,-1.000000,0.038788,0.138325,0.300214,0.198032,0.129013,0.298331,0.197761,0.130679,0.380933,0.196128,0.128139,0.218728,0.039352,0.128164,0.299064,0.039119,0.134286,0.223582,-0.107359,0.135858,0.378107,-0.107028,0.143631,0.299261,-0.105385,0.158603,0.227983,0.039099,0.125163,0.380451
-0.913404,-0.015657,0.021152,-0.406203,-0.077556,0.140058,0.245278,-0.832276,-0.249345,-0.040960,-0.493423,-0.277449,0.243408,0.219725,-0.000566,-0.000021,0.000027,-1.000000,0.038788,0.138340,0.300222,0.198025,0.129014,0.298331,0.197755,0.130688,0.380938,0.196124,0.128132,0.218732,0.039352,0.128126,0.299073,0.039093,0.134172,0.223609,-0.107369,0.135815,0.378119,-0.107052,0.143486,0.299252,-0.105427,0.158319,0.227951,0.039094,0.125148,0.380461
-0.913430,-0.015232,0.021455,-0.406145,-0.077627,0.140152,0.244988,-0.832095,-0.249741,-0.040557,-0.493560,-0.277010,0.243376,0.219773,-0.000610,0.000029,0.000066,-1.000000,0.038797,0.138340,0.300261,0.198018,0.129003,0.298353,0.197757,0.130674,0.380965,0.196115,0.128090,0.218760,0.039355,0.128045,0.299108,0.039088,0.134001,0.223603,-0.107376,0.135759,0.378138,-0.107077,0.143345,0.299263,-0.105463,0.158042,0.227942,0.039088,0.125110,0.380486
-0.913483,-0.014962,0.021607,-0.406028,-0.077646,0.140235,0.244707,-0.831963,-0.250109,-0.040058,-0.493638,-0.276540,0.243315,0.219784,-0.000787,-0.000014,-0.000001,-1.000000,0.038823,0.138411,0.300263,0.198036,0.128975,0.298374,0.197769,0.130655,0.380986,0.196119,0.128072,0.218802,0.039377,0.127957,0.299129,0.039053,0.133821,0.223660,-0.107351,0.135736,0.378163,-0.107073,0.143214,0.299270,-0.105467,0.157791,0.227929,0.039098,0.125070,0.380493
-0.913547,-0.014644,0.021908,-0.405879,-0.077666,0.140293,0.244434,-0.831795,-0.250487,-0.039740,-0.493756,-0.276067,0.243268,0.219823,-0.000517,0.000032,0.000077,-1.000000,0.038826,0.138245,0.300319,0.198045,0.128959,0.298407,0.197788,0.130628,0.381006,0.196118,0.128039,0.218832,0.039389,0.127844,0.299162,0.039030,0.133697,0.223695,-0.107363,0.135678,0.378196,-0.107067,0.143092,0.299284,-0.105459,0.157602,0.227935,0.039106,0.125017,0.380510
-0.913573,-0.014364,0.022093,-0.405819,-0.077677,0.140396,0.244185,-0.831538,-0.250744,-0.039393,-0.494086,-0.275606,0.243250,0.219892,-0.000577,0.000028,0.000070,-1.000000,0.038854,0.138262,0.300311,0.198063,0.128952,0.298421,0.197817,0.130617,0.380996,0.196130,0.128019,0.218835,0.039406,0.127791,0.299159,0.039024,0.133593,0.223709,-0.107341,0.135657,0.378204,-0.107047,0.143022,0.299277,-0.105437,0.157450,0.227920,0.039124,0.124977,0.380508
-0.913570,-0.014176,0.022151,-0.405830,-0.077698,0.140498,0.243964,-0.831557,-0.251049,-0.038792,-0.493946,-0.275119,0.243126,0.219810,-0.000567,0.000028,0.000057,-1.000000,0.038868,0.138248,0.300303,0.198071,0.128952,0.298423,0.197835,0.130608,0.380989,0.196140,0.128007,0.218839,0.039414,0.127757,0.299145,0.039012,0.133547,0.223710,-0.107325,0.135658,0.378201,-0.107034,0.142974,0.299268,-0.105447,0.157350,0.227891,0.039129,0.124954,0.380493
-0.913567,-0.014037,0.022115,-0.405843,-0.077719,0.140609,0.243742,-0.831661,-0.251251,-0.038051,-0.493726,-0.274621,0.242948,0.219687,-0.000560,0.000039,0.000058,-1.000000,0.038888,0.138241,0.300281,0.198077,0.128953,0.298397,0.197845,0.130599,0.380953,0.196144,0.128014,0.218815,0.039437,0.127748,0.299111,0.039019,0.133548,0.223687,-0.107316,0.135654,0.378187,-0.107018,0.142949,0.299227,-0.105453,0.157275,0.227863,0.039149,0.124957,0.380464
